text,sentiment
i want to slide in this girls dm on ig but she has like followers abeg how una dey do am me wey i no get yarns i give up,Negative
the way wey slippers go cut for this lagos ehn israelites slippers dey learn work for where we dey person go waka come dey kick stone like ronaldo wey wan play free kick,Negative
this same pepe wey dey do anyhow against man u see now ehn the defeat kon dey pepper me ehn like say e just happen,Negative
she didnt even come with her nigga she just looked uninterested and na dem dey trip for the boy pass,Negative
e don happen again o olosho don steal iphone pro max wey my guy borrow,Negative
this ppl hand sef no good if dem no steal am e go break or lost,Negative
oluwa sky blue water blue wetin dey bloomate wetin dey halt wetin dey do like this like that for my chest,Negative
some people will see you drinking water and be like bros make me sef drink water na theyll see you eating bros make me sef chop too youll be breathing and they will ask you to buy oxygen for them to breathe too guy chill tf out na,Negative
oga banks wetin dey occur na the day wey i go sleep early make i wake by you post in play for today again you shift am to i offend you,Negative
romance without finance is nuisance abeg imagine dating someone who cant call you and ask you to take two weeks leave so you guys can go on baecation poor people have no need looking for love abeg carry person daughter dey soak garri,Negative
omg this kind next level wey we dey for this nigeria e too much mcb don reduce one year oo now na three years course,Negative
lmfaooooooooooooo na why church dey tire me rich person testimony dey different always different from broke person own,Negative
lol really though why una always dey give us middle finger for your pictures na we offend you,Negative
oluwa wetin dey happen for netflix dem go use am sub their exestweets like if i had stayed with that one maybe thats how i would have ended,Negative
wetin push me go do this kind work na biscuits bone remain abeg i no do again tanigbolaamos please help tag until they see this visual siscobowzfilms,Negative
abroad ko abroad ni my account be looking like a hr clock if it was to be an airtime sef i cant even say hellohow far na me abeg call me back,Negative
sanwo olu ti alro ba nipe o ma da fun e alal o ni je ko da fun e in fact awon mejeji o le agree ko da fun e sef you fucking cunt,Negative
sha said im sorry na okay im still sorry,Negative
epele jor youll be fine im sure person like you wetin you want burn flesh no dey anywhere oh you want to turn to spaghetti,Negative
this is current situation i dey like this if i mistakenly jam egg seller na beat dem go beat me nothing go comot my pocket,Negative
you de like person wey de stuffer from ebola sorry you be like wetin ebola de suffer from,Negative
lol i don forget na years ago no vex,Negative
body hot like rihana na na kimani kill e show wah you into i want to really know,Negative
dis woman just dey fine everyday i hope baba still dey chop ur work well,Negative
abeg yoruba is a beautiful language and na curse dey sweet pass,Negative
make una come buy wetin we dey sell oh kindly help rt also for our customers on your tl,Negative
nothing is more beautiful than seeing ur woman with no make up in one of ur best tee shirts or polo thats too big for her rocking it with one super killing bumshot doing kuruukeree ur side god waytin dey encapsulate na god make e circumnavigate reach me too na,Negative
happy birthday bro god shall continually enlarge your coast after the order of jabez in the name of jesus i no far from you na i dey igandoikotun anytime we fit link up,Negative
me i don send out deliveries already i dey bed dey enjoy ac come let me employ you to be frying puff puff,Negative
as u talk say u de support man utd i com de feel say dis beauty went to the wrong person its all love thoo,Negative
omo na true oh money wey him borrow me he dey collect am back,Negative
hello na she be this na sha wan spoil the trend,Negative
im really sorry im used to keeping to myself and my guys shey u even rejected my j when i gave you last last sha na me fuck up sorry,Negative
as dis mfs wey on the field wen my boiz came to town years back hope u remember the goals bashings back to back sha,Negative
